id;vehicle_id;type;name;description;due_date;interval_months;interval_km;remind_days_before;remind_km_before;last_completed_date;last_completed_mileage;status;is_periodic_check;check_interval_days;last_check_date;external_link;notes;created_at;updated_at
3ea0a484-fabb-4bbb-8893-fa6bd1d0be77;7af52b7f-df1e-4b5d-a0d6-0a7c091b0069;maintenance;Pastilhas de freio;Troca das pastilhas de freio;;;30000;30;2000;;;ok;false;;;;;2026-03-21 11:39:28.719749+00;2026-03-21 11:39:28.719749+00
877a2a73-9a17-4126-9511-b51981d443ef;7af52b7f-df1e-4b5d-a0d6-0a7c091b0069;maintenance;Troca de pneus;Substituição dos pneus;;48;40000;60;3000;;;ok;false;;;;;2026-03-21 11:39:28.719749+00;2026-03-21 11:39:28.719749+00
7f445965-6152-4c61-bf0c-dae35b40180e;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;IPVA;Imposto anual do veículo;;;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
3ae27304-dd09-4b70-839e-2c5a09ed61ff;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;Licenciamento;Renovação anual do CRLV;;;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
cce8e5da-edaa-4d5d-b607-afe6252a89aa;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;Seguro;Seguro do veículo;;;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
51a936ab-48b8-4c12-9e3f-b8d8c0a3d5f3;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;CNH;Renovação da carteira de motorista;;;;60;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
ac02c515-2b2e-4970-84f5-23f4e3338cb5;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;Multas;Verificar multas pendentes;;;;0;500;;;ok;true;45;;https://www.detran.sp.gov.br;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
1f925958-0341-4f82-a844-bbb40e452605;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Óleo do motor;Troca de óleo do motor;;;5000;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
1aa29d72-fe20-4985-a3ae-901080d43109;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Água de resfriamento;Verificar nível do líquido de arrefecimento;;6;;7;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
1dd82688-32c7-49b9-ac7f-315b1c1e3d83;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Óleo da direção;Verificar fluido da direção hidráulica;;12;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
799cdd8e-d490-4383-aff3-63386b13c597;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Fluido de freio;Troca do fluido de freio;;24;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
61d0aaef-28fe-4e38-af2a-14628b652231;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Bateria;Verificar condição da bateria;;36;;60;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
cd803e16-799a-46cb-87d5-751c74506fbe;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Pressão dos pneus;Verificar calibragem dos pneus;;1;;3;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
a6a2ac57-03b5-4e05-adc6-8ef337b3abf0;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Pastilhas de freio;Troca das pastilhas de freio;;;30000;30;2000;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
e2e623d2-f18d-4c96-ad11-055d7fa3f3de;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Troca de pneus;Substituição dos pneus;;48;40000;60;3000;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
55a70799-2129-4166-97f3-de15fe808c27;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;IPVA;Imposto anual do veículo;;;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
066d8419-0989-40ef-8200-38fbb3844e67;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;Licenciamento;Renovação anual do CRLV;;;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
284b167b-f228-40fe-9592-8cfe1500397d;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;Seguro;Seguro do veículo;;;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
6634a654-7605-4f2d-9fbd-65435ff8bb80;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;CNH;Renovação da carteira de motorista;;;;60;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
e3a148b4-a368-43de-84d0-857f430c3fe8;1cd07231-97e7-460d-b0aa-964212a0b9c3;regulatory;Multas;Verificar multas pendentes;;;;0;500;;;ok;true;45;;https://www.detran.sp.gov.br;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
ea9c52a4-5d19-4c73-ab3d-e441e8622572;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Óleo do motor;Troca de óleo do motor;;;5000;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
c8ac0cfb-6b24-458a-93e4-ece15d6c7c28;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Água de resfriamento;Verificar nível do líquido de arrefecimento;;6;;7;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
fe62ad63-4695-40f8-8f43-b0237dd08bf8;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Óleo da direção;Verificar fluido da direção hidráulica;;12;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
d6bec340-fca6-49cb-8813-36f84f4e4103;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Fluido de freio;Troca do fluido de freio;;24;;30;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
7a8f4bfc-53b9-41d1-b70c-30097122dcf3;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Bateria;Verificar condição da bateria;;36;;60;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
55a43b15-8310-4bef-87a6-8339cc6d08da;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Pressão dos pneus;Verificar calibragem dos pneus;;1;;3;500;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
09bf091c-20ff-4eca-8548-d4031d101da6;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Pastilhas de freio;Troca das pastilhas de freio;;;30000;30;2000;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
917e90d8-ceb8-49f4-aef7-61a7439adc95;1cd07231-97e7-460d-b0aa-964212a0b9c3;maintenance;Troca de pneus;Substituição dos pneus;;48;40000;60;3000;;;ok;false;;;;;2026-03-21 12:37:48.510028+00;2026-03-21 12:37:48.510028+00
8d394533-be4f-464a-bc6c-625c4358b622;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;IPVA;Imposto anual do veículo;;;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
58feb0af-be9d-4439-a094-b6dc2b657c38;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;Licenciamento;Renovação anual do CRLV;;;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
cc9965a5-1888-4707-b1e5-0c6e4fefca2f;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;Seguro;Seguro do veículo;;;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
0642a10a-b6f9-461d-8490-539b85227395;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;CNH;Renovação da carteira de motorista;;;;60;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
f0f3ac37-ee6c-4769-8cd0-d6515cfc340c;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;Multas;Verificar multas pendentes;;;;0;500;;;ok;true;45;;https://www.detran.sp.gov.br;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
2abc9d48-68db-4dfe-8b62-7d3dd968264f;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Óleo do motor;Troca de óleo do motor;;;5000;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
5b39a799-5897-457e-90bf-ba6fc04b8a8c;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Água de resfriamento;Verificar nível do líquido de arrefecimento;;6;;7;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
6eb7e6ac-89d2-4f2f-9da4-0a841e00e477;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Óleo da direção;Verificar fluido da direção hidráulica;;12;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
17f99cc8-4fab-4a9b-82ed-86c36c07d95a;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Fluido de freio;Troca do fluido de freio;;24;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
9f20db8f-9c2a-47a6-a2e1-9f741a6e23c2;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Bateria;Verificar condição da bateria;;36;;60;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
49696f54-1736-4ce7-82c3-e46da44c993e;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Pressão dos pneus;Verificar calibragem dos pneus;;1;;3;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
f5baf1fb-f68d-4d73-81da-cbc4550fe136;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Pastilhas de freio;Troca das pastilhas de freio;;;30000;30;2000;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
b8d28ca1-bdd6-439d-bc61-26b3bf02d43d;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Troca de pneus;Substituição dos pneus;;48;40000;60;3000;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
1b06cfd5-85a2-4dc8-8492-d2ad96ae5d97;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;IPVA;Imposto anual do veículo;;;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
617d1c02-54ac-48dc-a5cf-397a021f9a17;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;Licenciamento;Renovação anual do CRLV;;;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
71f3fabf-fbe6-43dc-9d63-16e81dd7e57a;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;Seguro;Seguro do veículo;;;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
ad618ed0-ee6f-417e-a32f-76edb79b5562;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;CNH;Renovação da carteira de motorista;;;;60;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
e1590b41-5f97-4d9b-abbe-3bc3e71f3bad;7cc08c1d-5292-4c0e-8690-1282a1215333;regulatory;Multas;Verificar multas pendentes;;;;0;500;;;ok;true;45;;https://www.detran.sp.gov.br;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
c47e2f79-338c-45ce-8222-2e714363d0d4;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Óleo do motor;Troca de óleo do motor;;;5000;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
59e3ce4b-4711-4900-9fb1-8704ba546039;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Água de resfriamento;Verificar nível do líquido de arrefecimento;;6;;7;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
79c55929-7e54-44f8-9a02-1c9547bec9ce;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Óleo da direção;Verificar fluido da direção hidráulica;;12;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
195b9f6f-dfea-4023-9121-7b66447438ff;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Fluido de freio;Troca do fluido de freio;;24;;30;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
1c9657b6-3509-4ab5-8e57-685356c753bd;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Bateria;Verificar condição da bateria;;36;;60;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
5375d89b-77f1-4abf-b462-369d67ee5fbd;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Pressão dos pneus;Verificar calibragem dos pneus;;1;;3;500;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
52f53581-d351-489f-824c-6a5293706caf;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Pastilhas de freio;Troca das pastilhas de freio;;;30000;30;2000;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
ffc08141-ae06-4bba-9a26-5f90cbf1838a;7cc08c1d-5292-4c0e-8690-1282a1215333;maintenance;Troca de pneus;Substituição dos pneus;;48;40000;60;3000;;;ok;false;;;;;2026-03-25 15:12:09.761346+00;2026-03-25 15:12:09.761346+00
